channel_variant,arch,snr_db,ber,n_errors,n_symbols,ber_ci_lo,ber_ci_hi,mse_tau,corr_tau,mse_fd,corr_fd
nominal,qkv,-5.0,0.10964,10964,100000,0.10771848333929804,0.11159150654595781,85.9013112336252,0.25829281813734783,5.39029075957609e-10,-0.0036300738553668777
nominal,qkv,-3.0,0.04207,4207,100000,0.04084325845295733,0.043331922580332985,81.4596578709009,0.3292674023528799,5.364489579625666e-10,0.0022564730161761452
nominal,qkv,-1.0,0.01194,1194,100000,0.011285303224099756,0.012632192583354802,74.20015701490026,0.42466259427707614,5.347008908333583e-10,0.008026007389403228
nominal,qkv,1.0,0.00304,304,100000,0.002717351161967686,0.0034008283988908494,67.25391208679063,0.5057048241855695,5.344128353457963e-10,-0.0022280572741462928
nominal,qkv,3.0,0.00105,105,100000,0.0008675260433888361,0.001270806401657779,59.761780167203526,0.583288078311574,5.331001255630407e-10,0.0074356177431051905
nominal,qkv,5.0,0.000425,85,200000,0.00034375729146999813,0.0005254333078339997,53.01896676930855,0.6454666173571717,5.354417265507724e-10,-0.0009005989507213068
nominal,qkv,7.0,0.00023,46,200000,0.00017245205391263873,0.0003067460360921834,47.53889595905203,0.6919674028490208,5.334994815328519e-10,0.0018378596744879913
nominal,qkv,9.0,0.00017,34,200000,0.00012166242051291233,0.00023753797432293262,43.41517797651724,0.723996194717545,5.379507158388436e-10,-0.0003155886045193447
nominal,qkv,11.0,0.000145,29,200000,0.00010096511721163041,0.00020823623797047407,40.68634660875406,0.7438819152411569,5.341162741055351e-10,-0.0022893838879370987
nominal,qkv,13.0,0.000125,25,200000,8.467365515831652e-05,0.00018452846830079557,38.378493716767544,0.7598514298912438,5.332695147995897e-10,-0.0018323084043468704
nominal,qkv,15.0,9e-05,18,200000,5.693252978073337e-05,0.00014227093816314204,37.146298535170835,0.7690997870507992,5.335377481328082e-10,-0.002787417147882092
nominal,qkv,17.0,0.000135,27,200000,9.278618493938878e-05,0.00019641555438121947,36.913220589300046,0.7708283886977051,5.338959258691297e-10,0.0017054865046021103
nominal,qkv,19.0,0.000115,23,200000,7.663536529645042e-05,0.00017256714230116544,36.154520428618056,0.7760311718840509,5.35392654686619e-10,0.0009654382516161024
nominal,qkv,21.0,6e-05,12,200000,3.432411964671769e-05,0.00010488050071266915,35.983582340132905,0.7766153313467362,5.33951008084496e-10,-0.0017617127261175924
